session_id,account_id,timestamp,merchant_id,cart_id,order_id,did_succeed,dt
dd84be25-7744-43c8-90f6-254fed207cb8,de1e7e95-e9c8-4102-8ca3-5bc7f59d614a,2023-02-02T21:09:00.900+0000,e78bb863-7ef5-409d-abb3-092b5894fad6,13b29cfb-795e-49af-ab1b-28eb7f99e158,37c767f5-4073-4eab-81e7-289d3d5f4c5e,Success,2023-02-02
a4542fbd-ff97-4ced-a96b-be8265469401,null,2023-02-02T09:32:00.320+0000,726f6453-7f10-47a4-9e39-a14ee0078300,8c3a62f6-4785-4041-ac98-ea48362e141c,49e27a17-30bc-460b-ae76-795691ef0f72,success,2023-02-02
9c34ca9b-2094-48ae-ba9a-4c013bc4708c,ddb69777-5f82-4e1a-8f29-bd19a226505e,2023-02-02T18:55:46.554+0000,704ae49d-16cc-45b8-b167-5e607de0f1af,326b4879-8fa9-4dea-85cc-51192e5a1c56,,"error: houve um problema. por favor, verifique a sua conexão e tente de novo.",2023-02-02
ab1043d4-5497-46ce-b199-731cc881be23,ab62f324-b498-44ac-95c7-809a44e2c452,2023-02-02T08:50:57.505+0000,ec0130cd-3681-4ac7-bf19-55f97d13f3b1,c1c9b0e1-d059-4a0e-ac30-23631ddd5e89,null,error: não é possível adicionar mais de 16 itens neste pedido.,2023-02-02
dfc66a7e-9acd-4659-b68a-c8923d12a3ab,a5b52db7-2de9-4a7e-82fa-7f4d3a21033a,2023-02-02T06:40:44.404+0000,6e2a0dae-f193-493a-abfd-e70c5e8feca2,dc90368b-3587-4e50-bebb-8812faceddbb,77e3a914-65ab-4cc4-afaa-0f2f179b1b1b,success,2023-02-02
34d89c01-175a-4042-8dea-377dbb656efd,bfa0fa79-e7ba-4836-a713-067d7776b646,2023-02-02T13:15:40.154+0000,f6fcda60-ec15-494b-8e93-e0b9e2095627,c1c56406-547e-46cc-b2a1-0b5b9c18729c,9af83c23-a0d1-4fa2-b98f-595636e2808f,success,2023-02-02
ed3bdc29-1217-4111-a614-c7b2ef7e6f03,96b3b0a2-7923-479f-aba6-6f2e44b7bf0d,2023-02-02T09:13:06.136+0000,173db5f5-9283-4821-9b63-69196066fb84,51702ab1-f8b5-4443-9eac-8c5083f246c2,d6cd3222-59cc-420a-9ea1-0cc25044e4ab,success,2023-02-02
37009f69-1c88-4133-8faa-f0ac24b7319f,UPDATE_FASTER_SDK,2023-02-02T13:33:13.331+0000,c19942b0-a966-4581-aaa9-a90cb0fb8523,23788061-600e-4764-9bf5-064ead0f5393,f5c26e53-94b1-4937-88b3-7f686be66c0f,success,2023-02-02
33eec9d8-9827-4c26-93c2-9c6f4bd10496,UPDATE_FASTER_SDK,2023-02-02T17:15:37.153+0000,cc48613b-6cf0-49ea-bee3-dbd9bdae0765,a246e241-89c9-4960-95d3-0303356044dc,ab48cf01-02c4-4826-83f1-d9f56f06f07d,success,2023-02-02
2eb1ae44-fece-4db3-89d1-e44a1099eebe,d6b7e1f6-8ba2-46ee-b2dd-c1987e391807,2023-02-02T18:44:09.449+0000,f99c1876-0d2e-4711-8ddb-f9e361f6036c,22a4fe64-b313-42ca-9bd3-7469dbae6e21,6b2bc199-123a-4411-b66f-736df18af7df,Success,2023-02-02
1555c96d-1eb7-4198-858b-3a5234f5242d,8a69dfec-34d2-40a7-b94f-de37b5fc22a9,2023-02-02T21:17:38.173+0000,5075d198-e5b8-4eae-ac94-efb5e7710a28,8206bacf-d494-402e-8f3b-4d2da00a057c,4a522ee8-f992-4093-859f-e511a5d7d687,Success,2023-02-02
91285964-bd8e-4750-9f42-5846be1584e9,d5543537-7921-4285-bc25-f132cfabb773,2023-02-02T07:49:14.491+0000,224e34a1-e312-4cdc-b360-a5dfdf94e570,dfd59113-b77d-4082-8440-3421f7b69747,672c12dc-e7fd-4461-b337-d1f05300cf52,success,2023-02-02
45827e62-5530-4f75-829e-c4031de1e450,a2291640-0c41-43be-8a8a-b6566a761c0c,2023-02-02T08:10:03.103+0000,e0d78c76-b1a1-42ca-a138-f12160a644ef,a670d90f-b00d-483e-aa95-a455149e62f1,47808e29-711a-414d-841b-00a8a829bf1c,success,2023-02-02
fcb83671-cb4b-4faf-9da3-f6f96248b670,ce8ee2f9-9933-4032-a056-785a5f98700a,2023-02-02T07:05:55.555+0000,2b3b3838-4f2e-44ce-96e7-549f003f7fd6,0bc9d3e3-2f29-4ace-a099-b2768c9fab38,c7d2c79c-623b-4aed-adc1-af1a5ca3eb59,success,2023-02-02
aa97f8ea-bd3a-4009-8e0c-23ff148fd1c6,9b20429c-5e56-4215-9da6-7893b9c453e0,2023-02-02T12:25:51.255+0000,193acbac-625a-4949-9ae7-8083eec2275e,97161d11-b445-49a0-8c17-96b8803511e4,547e1c74-91ba-4463-8b8d-68ad8913c15a,Success,2023-02-02
45aebec0-2944-4275-9632-6fed5c99b958,c0e73c55-f957-49c1-a087-96a0c6df1b92,2023-02-02T11:53:07.537+0000,367d8025-6289-494d-af34-d9f108043135,47ba540b-d310-4ab6-a452-b85d568480e4,f02273de-a2ab-427d-b59b-e1ad03de0f31,success,2023-02-02
d9ed7a59-75b8-4213-b450-8d20b6d636e2,73e822b3-821e-4432-8ed2-45d2305e1961,2023-02-02T11:46:46.464+0000,6bde29b4-2fde-4df7-8d7c-ca8bb151d112,27251d62-b633-4cdf-8c26-cdc7ff20dccf,d04f6c6e-8b0d-4dcd-8e41-9e20feed0651,success,2023-02-02
27e34263-bee0-443e-a6ef-78b32f17118f,bf305838-2b6d-4497-bf66-9c079fe8061d,2023-02-02T08:57:11.571+0000,a207b171-049e-4364-832e-56385033f0fb,e65393ba-3586-4678-8d45-69cb41f38d13,0dbc9bfc-cb91-49eb-9a9c-feb25e6777b5,success,2023-02-02
14ce1ebe-39cf-46cd-8aa6-88463ba51e27,69a770e0-31d1-457d-b080-a8c0546dad9b,2023-02-02T09:16:07.167+0000,ce5cc2e2-ff32-46c4-8093-59c71b19a711,5f32b199-7fc9-4789-a9de-c74b2c539651,233fe170-806c-4e5c-b072-45e2cfebac34,success,2023-02-02
33f7bad2-31c0-4b51-b32a-c8ce8460fdbf,d0fda9f7-6bfd-45c4-9422-b2b01dbddb9e,2023-02-02T10:00:57.057+0000,48cf5212-6b16-46a1-b22c-c2ee7b9f2536,c9746a82-7e0d-4180-a748-5f5906e852e1,912349fe-8e39-4180-a058-761236dbd0bb,success,2023-02-02
a9c6acc9-0d14-4e87-a810-3de97f200272,6bd2d889-9c9b-42fe-92a6-c863c0ce4557,2023-02-02T11:18:50.185+0000,1674fb6f-0943-435c-8783-75711116738b,8c8062eb-0c58-41d9-8969-7ecd12f6086c,36c5ff2b-6401-405a-bde8-ff25cdd77ae6,success,2023-02-02
bb27fcb2-db04-463d-94ae-cbd084477112,0fd9faa7-c97a-4b72-bf35-f4d994184fd7,2023-02-02T08:33:28.332+0000,3bc24561-25e2-4263-a33e-8f38d7b6b598,4ace9a07-ba5a-495f-9506-7df172e59fcb,0ffa907f-007e-4019-b979-388372ca9a6d,success,2023-02-02
a5b92480-f0d2-4a5a-b9c5-64f79eae4d33,2a60dca4-dd74-4a97-815b-593358c23933,2023-02-02T08:30:22.302+0000,aa46327f-4ea7-4e64-8fd8-e8160585da63,230f7aa7-6fa5-4e31-bf25-b781dc9a1774,4e4a34b6-296d-4850-ac1b-b0d209d2f847,success,2023-02-02
813911d3-e983-4468-a678-772653ffa2a7,32683a78-c35b-43a8-baef-683100f8134d,2023-02-02T08:21:59.215+0000,37005082-29ec-4599-bcf4-e3695ab358a4,d2c649f6-49a3-42dc-977c-18cb721e0005,7b548d1f-ff43-4650-8ec9-5ae06109c4c3,success,2023-02-02
aaf563c8-79c5-4853-b331-3320aa4a0e4a,fc798640-dcda-416e-bd11-f4ae6c38abb3,2023-02-02T08:56:20.562+0000,95be88d3-68fe-47c9-aadb-5584ca4152f7,0f354721-bf2b-42ca-affe-71ec2dc344de,bf949bd8-c3d0-48dd-8d1a-868993409dca,success,2023-02-02
cdddbec6-b41e-4875-a09c-75afa04c8e41,6ca9595a-7720-4209-b8b5-3d3c29895399,2023-02-02T07:33:05.335+0000,dff3ba95-bc7e-441c-acfb-278f29a41c09,6dff516b-771b-4c59-aceb-0209338ef868,8af16a8d-8fc4-4873-a036-a0a371c76463,success,2023-02-02
c2fc39af-ab90-4825-8e25-ce1b7227b421,9d6d8e8d-d872-45cb-a7e9-b421717ac686,2023-02-02T09:37:38.373+0000,dcfa672f-1d82-459b-b8c0-633158f837eb,29ac2877-9f18-41a0-a807-936c9dff39b6,87a8e2d5-98dd-4e59-b161-239b0e05e30d,success,2023-02-02
46590aeb-8510-442b-a4c6-eb4d567810af,12e94db3-8f06-4de6-a392-75b73154dc45,2023-02-02T10:31:03.313+0000,282b8685-54b2-4be3-b759-445301c21317,53d57940-c5ae-4b6a-bb9f-6cefb9430537,0fae03fa-dae5-4c61-be9b-cc1ea27de50e,Success,2023-02-02
1aa5151d-3c5f-4a1a-aef5-5188b01dc184,43ec2055-d7a6-49c5-b9d6-2785138c9567,2023-02-02T08:15:06.156+0000,f714ac2b-1cf1-4459-874b-fc0ac3b212a1,92e28cbf-ab9d-47ac-800a-ba31ee816581,null,"error: parece que o seu cartão está sem limite ou saldo. para fazer o pedido, escolha outra forma de pagamento ou entre em contato com seu banco.",2023-02-02
7fbe1f61-2093-4e7b-be0b-72e97a53a7e1,aa328cbe-ba4c-40f5-94cc-9aaa3bc5069a,2023-02-02T05:03:16.316+0000,46f339dc-4c39-464a-ba74-45fca40f5d55,378c0059-4acd-497d-bfb4-ec5d52941e64,140cae62-4ddf-4033-aef8-41fae07ae966,success,2023-02-02
9ced2cd3-b3a7-4f00-9ab7-d16737711a74,ad795cef-a54c-4c5d-9c74-a695bedffbc1,2023-02-02T22:45:39.453+0000,031e2af0-3406-4e8a-a7be-8074a9ebc44b,058edd45-6afd-4fc3-8a27-074c4da0c6f2,2a9924a2-8ff3-45d0-9026-9ead28a805bc,success,2023-02-02
a227c851-1ece-420d-af6e-279fe9a8f5ac,c4002aa9-201d-4937-aa96-fa8b7e3fdfe2,2023-02-02T14:03:28.328+0000,809cb77f-9c97-4e75-9fae-20dd52ad46c9,e8dbbd5e-3600-4c0c-9b38-7909729287ea,00d6c45d-b90d-486c-8cdc-e3f33c7b7b09,success,2023-02-02
4c6eb1bb-dde5-4555-bf59-cf353c524669,UPDATE_FASTER_SDK,2023-02-02T20:03:19.319+0000,4de87fd6-6db9-4861-bb09-df1b7a7c7101,eaf8b3d2-40ba-451d-b1d1-1fd8cea7c9ca,d99723ec-de5c-4ebf-a930-ad7007dc30a9,success,2023-02-02
a0e8e81c-ecb4-4372-9114-3f584517aad0,087c728a-6f3f-4bc4-bfe8-b113d7d2a4bb,2023-02-02T01:08:15.815+0000,a4300ed8-c556-4cf6-879f-014771110f7e,2e9956f1-e672-4271-9070-0a4383fce12b,f26a95e5-ca0a-46af-ad2f-62b5dfd6b6ca,success,2023-02-02
5b7bec86-2a1f-45af-acf2-59a042ce4900,4435109f-1e08-4638-876c-ae3f8cb13350,2023-02-02T08:27:24.272+0000,0eb55442-287c-443c-959f-02652e9cb136,b76f2c45-c9a4-4991-ab0c-a7fa585107fb,53c35911-e5d1-4054-8446-460973bd9758,success,2023-02-02
5b7bec86-2a1f-45af-acf2-59a042ce4900,4435109f-1e08-4638-876c-ae3f8cb13350,2023-02-02T08:27:29.272+0000,0eb55442-287c-443c-959f-02652e9cb136,b76f2c45-c9a4-4991-ab0c-a7fa585107fb,53c35911-e5d1-4054-8446-460973bd9758,success,2023-02-02
d5cfcfae-0a35-4b5e-ae76-d21eaa3f0f15,5817313c-e757-4738-a9e7-2312eceb7724,2023-02-02T11:22:31.223+0000,00c8ce87-674d-4219-8f89-f7f995405831,4b0bcdee-77a9-4034-a2b8-2f73a52cf2f6,ccca6bab-e085-4c9d-989a-f503f795033c,Success,2023-02-02
cb847574-4d95-41cf-b75d-f5083250ca48,7bf39317-f924-4ddd-96df-3b0874dbcc7f,2023-02-02T12:07:20.720+0000,8fbfb767-f8ef-41ed-8ed3-e7dd6a170ad0,06d6d72f-111e-4d85-baa5-b31cf1737af1,72dc67f1-8f34-4b41-9684-05d3e726ab1f,success,2023-02-02
29c3c2b6-8457-416b-8e67-d10e29058a27,6a06f13f-c6f5-4c4b-b580-42e53f7abbe4,2023-02-02T09:52:15.521+0000,c7c12319-4e67-4fca-99b0-767476616964,a5d7ce1a-4af1-4d47-8b2e-ba21721cdd65,24f8c780-c1c7-48be-88d2-102316cc80c8,success,2023-02-02
